1651984,7,34.00
1652048,8,-17.00
1652108,9,8.50
1692172,0,9.00
1692240,1,-9.00
1692308,2,18.00
1692368,3,-9.00
1692440,4,-9.00
1692496,5,-9.00
1692560,6,-18.00
1692628,7,36.00
1692696,8,-18.00
1692756,9,9.00
1732832,0,9.50
1732900,1,-9.50
1732964,2,19.00
1733028,3,-9.50
1733096,4,-9.50
1733160,5,-9.50
1733228,6,-19.00
1733292,7,38.00
1733356,8,-19.00
1733416,9,9.50
1773488,0,10.00
1773556,1,-10.00
1773620,2,20.00
1773684,3,-10.00
1773752,4,-10.00
1773816,5,-10.00
1773884,6,-20.00
1773952,7,40.00
1774012,8,-20.00
1774068,9,10.00
1814136,0,10.50
1814204,1,-10.50
1814268,2,21.00
1814332,3,-10.50
1814396,4,-10.50
1814464,5,-10.50
1814528,6,-21.00
1814596,7,42.00
1814652,8,-21.00
1814712,9,10.50
1854780,0,11.00
1854848,1,-11.00
1854920,2,22.00
1854988,3,-11.00
1855052,4,-11.00
1855120,5,-11.00
1855184,6,-22.00
1855248,7,44.00
1855304,8,-22.00
1855364,9,11.00
1895440,0,11.50
1895504,1,-11.50
1895572,2,23.00
1895636,3,-11.50
1895704,4,-11.50
1895772,5,-11.50
1895844,6,-23.00
1895908,7,46.00
1895968,8,-23.00
1896024,9,11.50
1936088,0,12.00
1936152,1,-12.00
1936220,2,24.00
1936288,3,-12.00
1936352,4,-12.00
1936420,5,-12.00
1936484,6,-24.00
1936552,7,48.00
1936608,8,-24.00
1936668,9,12.00
1976736,0,12.50
1976804,1,-12.50
1976872,2,25.00
1976940,3,-12.50
1977004,4,-12.50
1977072,5,-12.50
1977140,6,-25.00
1977204,7,50.00
1977264,8,-25.00
1977320,9,12.50
2017392,0,13.00
2017460,1,-13.00
2017524,2,26.00
2017592,3,-13.00
2017656,4,-13.00
2017724,5,-13.00
2017792,6,-26.00
2017860,7,52.00
2017920,8,-26.00
2017980,9,13.00
2058048,0,13.50
2058116,1,-13.50
2058180,2,27.00
2058256,3,-13.50
2058324,4,-13.50
2058392,5,-13.50
2058460,6,-27.00
2058524,7,54.00
2058584,8,-27.00
2058640,9,13.50
2098708,0,14.00
2098780,1,-14.00
2098848,2,28.00
2098916,3,-14.00
2098980,4,-14.00
2099048,5,-14.00
2099116,6,-28.00
2099188,7,56.00
2099244,8,-28.00
2099304,9,14.00
2139372,0,14.50
2139440,1,-14.50
2139508,2,29.00
2139576,3,-14.50
2139644,4,-14.50
2139708,5,-14.50
2139772,6,-29.00
2139836,7,58.00
2139892,8,-29.00
2139956,9,14.50
2180028,0,15.00
2180096,1,-15.00
2180160,2,30.00
2180228,3,-15.00
2180296,4,-15.00
2180360,5,-15.00
2180428,6,-30.00
2180496,7,60.00
2180552,8,-30.00
2180612,9,15.00
2220688,0,15.50
2220756,1,-15.50
2220824,2,31.00
2220888,3,-15.50
2220956,4,-15.50
2221024,5,-15.50
2221088,6,-31.00
2221156,7,62.00
2221212,8,-31.00
2221272,9,15.50
2261344,0,16.00
2261412,1,-16.00
2261480,2,32.00
2261548,3,-16.00
2261620,4,-16.00
2261688,5,-16.00
2261756,6,-32.00
2261824,7,64.00
2261884,8,-32.00
2261944,9,16.00
2302016,0,16.50
2302084,1,-16.50
2302156,2,33.00
2302224,3,-16.50
2302288,4,-16.50
2302356,5,-16.50
2302416,6,-33.00
2302472,7,66.00
2302536,8,-33.00
2302596,9,16.50
2342668,0,17.00
2342736,1,-17.00
2342804,2,34.00
2342872,3,-17.00
2342940,4,-17.00
2343008,5,-17.00
2343080,6,-34.00
2343148,7,68.00
2343208,8,-34.00
2343268,9,17.00
2383336,0,17.50
2383404,1,-17.50
2383472,2,35.00
2383540,3,-17.50
2383608,4,-17.50
2383672,5,-17.50
2383732,6,-35.00
2383792,7,70.00
2383852,8,-35.00
2383912,9,17.50
2423980,0,18.00
2424048,1,-18.00
2424116,2,36.00
2424184,3,-18.00
2424252,4,-18.00
2424320,5,-18.00
2424388,6,-36.00
2424456,7,72.00
2424516,8,-36.00
2424576,9,18.00
2464648,0,18.50
2464716,1,-18.50
2464784,2,37.00
2464852,3,-18.50
2464920,4,-18.50
2464988,5,-18.50
2465056,6,-37.00
2465116,7,74.00
2465176,8,-37.00
2465236,9,18.50
2505308,0,19.00
2505376,1,-19.00
2505444,2,38.00
2505520,3,-19.00
2505588,4,-19.00
2505656,5,-19.00
2505724,6,-38.00
2505792,7,76.00
2505856,8,-38.00
2505916,9,19.00
2545988,0,19.50
2546064,1,-19.50
2546132,2,39.00
2546200,3,-19.50
2546268,4,-19.50
2546340,5,-19.50
2546400,6,-39.00
2546476,7,78.00
2546544,8,-39.00
2546604,9,19.50
2586672,0,20.00
2586740,1,-20.00
2586812,2,40.00
2586884,3,-20.00
2586952,4,-20.00
2587024,5,-20.00
2587092,6,-40.00
2587164,7,80.00
2587224,8,-40.00
2587288,9,20.00
2627336,0,20.00
2627368,1,-20.00
2627404,2,40.00
2627444,3,-20.00
2627476,4,-20.00
2627508,5,-20.00
2627572,6,-40.50
2627640,7,79.00
2627700,8,-38.50
2627728,9,20.00
2667764,0,20.00
2667796,1,-20.00
2667824,2,40.00
2667864,3,-20.00
2667896,4,-20.00
2667932,5,-20.00
2668000,6,-41.00
2668064,7,78.00
2668120,8,-37.00
2668152,9,20.00
2708192,0,20.00
2708224,1,-20.00
2708256,2,40.00
2708300,3,-20.00
2708332,4,-20.00
2708364,5,-20.00
2708432,6,-41.50
2708500,7,77.00
2708560,8,-35.50
2708588,9,20.00
2748628,0,20.00
2748664,1,-20.00
2748696,2,40.00
2748736,3,-20.00
2748768,4,-20.00
2748800,5,-20.00
2748868,6,-42.00
2748936,7,76.00
2748992,8,-34.00
2749024,9,20.00
2789068,0,20.00
2789096,1,-20.00
2789124,2,40.00
2789164,3,-20.00
2789192,4,-20.00
2789224,5,-20.00
2789288,6,-42.50
2789356,7,75.00
2789416,8,-32.50
2789448,9,20.00
2829492,0,20.00
2829524,1,-20.00
2829556,2,40.00
2829596,3,-20.00
2829624,4,-20.00
2829656,5,-20.00
2829724,6,-43.00
2829792,7,74.00
2829852,8,-31.00
2829884,9,20.00
2869928,0,20.00
2869956,1,-20.00
2869988,2,40.00
2870024,3,-20.00
2870056,4,-20.00
2870088,5,-20.00
2870156,6,-43.50
2870224,7,73.00
2870284,8,-29.50
2870312,9,20.00
2910356,0,20.00
2910388,1,-20.00
2910416,2,40.00
2910456,3,-20.00
2910488,4,-20.00
2910520,5,-20.00
2910588,6,-44.00
2910656,7,72.00
2910712,8,-28.00
2910744,9,20.00
2950784,0,20.00
2950812,1,-20.00
2950844,2,40.00
2950884,3,-20.00
2950916,4,-20.00
2950944,5,-20.00
2951012,6,-44.50
2951080,7,71.00
2951136,8,-26.50
2951168,9,20.00
2991204,0,20.00
2991236,1,-20.00
2991268,2,40.00
2991304,3,-20.00
2991336,4,-20.00
2991364,5,-20.00
2991428,6,-45.00
2991496,7,70.00
2991552,8,-25.00
2991592,9,20.00
3031632,0,20.00
3031664,1,-20.00
3031696,2,40.00
3031736,3,-20.00
3031768,4,-20.00
3031800,5,-20.00
3031868,6,-45.50
3031928,7,69.00
3031988,8,-23.50
3032020,9,20.00
3072060,0,20.00
3072088,1,-20.00
3072120,2,40.00
3072160,3,-20.00
3072188,4,-20.00
3072220,5,-20.00
3072288,6,-46.00
3072356,7,68.00
3072416,8,-22.00
3072444,9,20.00
3112488,0,20.00
3112516,1,-20.00
3112548,2,40.00
3112584,3,-20.00
3112616,4,-20.00
3112648,5,-20.00
3112716,6,-46.50
3112776,7,67.00
3112832,8,-20.50
3112864,9,20.00
3152904,0,20.00
3152936,1,-20.00
3152968,2,40.00
3153008,3,-20.00
3153036,4,-20.00
3153068,5,-20.00
3153136,6,-47.00
3153204,7,66.00
3153264,8,-19.00
3153296,9,20.00
3193340,0,20.00
3193372,1,-20.00
3193400,2,40.00
3193436,3,-20.00
3193468,4,-20.00
3193500,5,-20.00
3193568,6,-47.50
3193628,7,65.00
3193684,8,-17.50
3193716,9,20.00
3233756,0,20.00
3233788,1,-20.00
3233820,2,40.00
3233860,3,-20.00
3233892,4,-20.00
3233924,5,-20.00
3233992,6,-48.00
3234060,7,64.00
3234116,8,-16.00
3234144,9,20.00
3274184,0,20.00
3274216,1,-20.00
3274244,2,40.00
3274284,3,-20.00
3274316,4,-20.00
3274348,5,-20.00
3274416,6,-48.50
3274476,7,63.00
3274532,8,-14.50
3274564,9,20.00
3314604,0,20.00
3314636,1,-20.00
3314668,2,40.00
3314704,3,-20.00
3314736,4,-20.00
3314768,5,-20.00
3314836,6,-49.00
3314904,7,62.00
3314960,8,-13.00
3314992,9,20.00
3355032,0,20.00
3355064,1,-20.00
3355096,2,40.00
3355136,3,-20.00
3355168,4,-20.00
3355200,5,-20.00
3355268,6,-49.50
3355344,7,61.00
3355408,8,-11.50
3355436,9,20.00
3395480,0,20.00
3395512,1,-20.00
3395544,2,40.00
3395580,3,-20.00
3395608,4,-20.00
3395640,5,-20.00
3395708,6,-50.00
3395772,7,60.00
3395828,8,-10.00
3395860,9,20.00
3435900,0,20.00
3435932,1,-20.00
3435960,2,40.00
3435996,3,-20.00
3436028,4,-20.00
3436060,5,-20.00
3436128,6,-50.50
3436188,7,59.00
3436244,8,-8.50
3436276,9,20.00
3476324,0,20.00
3476356,1,-20.00
3476388,2,40.00
3476428,3,-20.00
3476460,4,-20.00
3476492,5,-20.00
3476556,6,-51.00
3476620,7,58.00
3476676,8,-7.00
3476708,9,20.00
3516752,0,20.00
3516784,1,-20.00
3516816,2,40.00
3516860,3,-20.00
3516888,4,-20.00
3516920,5,-20.00
3516988,6,-51.50
3517048,7,57.00
3517104,8,-5.50
3517136,9,20.00
3557176,0,20.00
3557208,1,-20.00
3557240,2,40.00
3557280,3,-20.00
3557312,4,-20.00
3557344,5,-20.00
3557412,6,-52.00
3557480,7,56.00
3557536,8,-4.00
3557568,9,20.00
3597608,0,20.00
3597640,1,-20.00
3597672,2,40.00
3597708,3,-20.00
3597740,4,-20.00
3597772,5,-20.00
3597840,6,-52.50
3597896,7,55.00
3597952,8,-2.50
3597984,9,20.00
3638024,0,20.00
3638052,1,-20.00
3638084,2,40.00
3638124,3,-20.00
3638156,4,-20.00
3638184,5,-20.00
3638260,6,-53.00
3638328,7,54.00
3638388,8,-1.00
3638420,9,20.00
3678460,0,20.00
3678492,1,-20.00
3678524,2,40.00
3678564,3,-20.00
3678596,4,-20.00
3678628,5,-20.00
3678692,6,-53.50
3678752,7,53.00
3678808,8,0.50
3678840,9,20.00
3718884,0,20.00
3718916,1,-20.00
3718948,2,40.00
3718988,3,-20.00
3719020,4,-20.00
3719052,5,-20.00
3719120,6,-54.00
3719188,7,52.00
3719248,8,2.00
3719280,9,20.00
3759324,0,20.00
3759356,1,-20.00
3759384,2,40.00
3759424,3,-20.00
3759456,4,-20.00
3759488,5,-20.00
3759556,6,-54.50
3759616,7,51.00
3759672,8,3.50
3759704,9,20.00
3799748,0,20.00
3799780,1,-20.00
3799812,2,40.00
3799848,3,-20.00
3799880,4,-20.00
3799916,5,-20.00
3799984,6,-55.00
3800044,7,50.00
3800100,8,5.00
3800132,9,20.00
3840176,0,20.00
3840208,1,-20.00
3840240,2,40.00
3840280,3,-20.00
3840308,4,-20.00
3840340,5,-20.00
3840408,6,-55.50
3840476,7,49.00
3840536,8,6.50
3840568,9,20.00
3880608,0,20.00
3880636,1,-20.00
3880668,2,40.00
3880704,3,-20.00
3880736,4,-20.00
3880768,5,-20.00
3880836,6,-56.00
3880904,7,48.00
3880964,8,8.00
3880996,9,20.00
3921036,0,20.00
3921068,1,-20.00
3921100,2,40.00
3921140,3,-20.00
3921172,4,-20.00
3921204,5,-20.00
3921272,6,-56.50
3921336,7,47.00
3921400,8,9.50
3921432,9,20.00
3961472,0,20.00
3961504,1,-20.00
3961536,2,40.00
3961576,3,-20.00
3961608,4,-20.00
3961640,5,-20.00
3961708,6,-57.00
3961768,7,46.00
3961828,8,11.00
3961860,9,20.00
4001900,0,20.00
4001932,1,-20.00
4001964,2,40.00
4002004,3,-20.00
4002036,4,-20.00
4002068,5,-20.00
4002136,6,-57.50
4002204,7,45.00
4002260,8,12.50
4002292,9,20.00
4042336,0,20.00
4042368,1,-20.00
4042400,2,40.00
4042440,3,-20.00
4042476,4,-20.00
4042508,5,-20.00
4042576,6,-58.00
4042644,7,44.00
4042704,8,14.00
4042736,9,20.00
4082776,0,20.00
4082808,1,-20.00
4082840,2,40.00
4082880,3,-20.00
4082912,4,-20.00
4082944,5,-20.00
4083016,6,-58.50
4083084,7,43.00
4083152,8,15.50
4083184,9,20.00
4123228,0,20.00
4123264,1,-20.00
4123300,2,40.00
4123340,3,-20.00
4123372,4,-20.00
4123404,5,-20.00
4123472,6,-59.00
4123544,7,42.00
4123604,8,17.00
4123636,9,20.00
4163676,0,20.00
4163708,1,-20.00
4163740,2,40.00
4163780,3,-20.00
4163812,4,-20.00
4163844,5,-20.00
4163912,6,-59.50
4163972,7,41.00
4164032,8,18.50
4164064,9,20.00
4204108,0,20.00
4204140,1,-20.00
4204172,2,40.00
4204212,3,-20.00
4204248,4,-20.00
4204280,5,-20.00
4204352,6,-60.00
4204424,7,40.00
4204484,8,20.00
4204516,9,20.00
4244592,0,19.50
4244656,1,-20.50
4244720,2,41.00
4244788,3,-20.50
4244856,4,-19.50
4244920,5,-19.50
4244988,6,-59.75
4245048,7,39.25
4245104,8,20.50
4245160,9,19.50
4285236,0,19.00
4285300,1,-21.00
4285364,2,42.00
4285428,3,-21.00
4285492,4,-19.00
4285560,5,-19.00
4285632,6,-59.50
4285700,7,38.50
4285760,8,21.00
4285816,9,19.00
4325880,0,18.50
4325948,1,-21.50
4326016,2,43.00
4326080,3,-21.50
4326148,4,-18.50
4326216,5,-18.50
4326284,6,-59.25
4326344,7,37.75
4326408,8,21.50
4326468,9,18.50
4366532,0,18.00
4366600,1,-22.00
4366668,2,44.00
4366736,3,-22.00
4366800,4,-18.00
4366864,5,-18.00
4366932,6,-59.00
4367000,7,37.00
4367056,8,22.00
4367116,9,18.00
4407184,0,17.50
4407252,1,-22.50
4407320,2,45.00
4407388,3,-22.50
4407460,4,-17.50
4407524,5,-17.50
4407592,6,-58.75
4407652,7,36.25
4407712,8,22.50
4407772,9,17.50
4447836,0,17.00
4447908,1,-23.00
4447972,2,46.00
4448040,3,-23.00
4448104,4,-17.00
4448172,5,-17.00
4448240,6,-58.50
4448312,7,35.50
4448372,8,23.00
4448432,9,17.00
4488496,0,16.50
4488560,1,-23.50
4488624,2,47.00
4488692,3,-23.50
4488756,4,-16.50
4488824,5,-16.50
4488892,6,-58.25
4488952,7,34.75
4489008,8,23.50
4489064,9,16.50
4529132,0,16.00
4529200,1,-24.00
4529268,2,48.00
4529332,3,-24.00
4529400,4,-16.00
4529464,5,-16.00
4529532,6,-58.00
4529600,7,34.00
4529664,8,24.00
4529720,9,16.00
4569784,0,15.50
4569852,1,-24.50
4569920,2,49.00
4569988,3,-24.50
4570056,4,-15.50
4570128,5,-15.50
4570196,6,-57.75
4570256,7,33.25
4570316,8,24.50
4570376,9,15.50
4610448,0,15.00
4610516,1,-25.00
4610584,2,50.00
4610648,3,-25.00
4610716,4,-15.00
4610780,5,-15.00
4610848,6,-57.50
4610916,7,32.50
4610976,8,25.00
4611032,9,15.00
4651104,0,14.50
4651172,1,-25.50
4651236,2,51.00
4651304,3,-25.50
4651368,4,-14.50
4651436,5,-14.50
4651504,6,-57.25
4651564,7,31.75
4651624,8,25.50
4651680,9,14.50
4691752,0,14.00
4691820,1,-26.00
4691884,2,52.00
4691960,3,-26.00
4692024,4,-14.00
4692088,5,-14.00
4692156,6,-57.00
4692224,7,31.00
4692280,8,26.00
4692336,9,14.00
4732404,0,13.50
4732472,1,-26.50
4732540,2,53.00
4732604,3,-26.50
4732672,4,-13.50
4732740,5,-13.50
4732800,6,-56.75
4732856,7,30.25
4732916,8,26.50
4732976,9,13.50
4773048,0,13.00
4773116,1,-27.00
4773184,2,54.00
4773248,3,-27.00
4773312,4,-13.00
4773376,5,-13.00
4773448,6,-56.50
4773516,7,29.50
4773576,8,27.00
4773632,9,13.00
4813704,0,12.50
4813776,1,-27.50
4813844,2,55.00
4813912,3,-27.50
4813976,4,-12.50
4814044,5,-12.50
4814112,6,-56.25
4814176,7,28.75
4814236,8,27.50
4814292,9,12.50
4854356,0,12.00
4854424,1,-28.00
4854492,2,56.00
4854556,3,-28.00
4854628,4,-12.00
4854692,5,-12.00
4854760,6,-56.00
4854828,7,28.00
4854888,8,28.00
4854948,9,12.00
4895016,0,11.50
4895084,1,-28.50
4895152,2,57.00
4895216,3,-28.50
4895280,4,-11.50
4895344,5,-11.50
4895404,6,-55.75
4895464,7,27.25
4895520,8,28.50
4895580,9,11.50
4935644,0,11.00
4935708,1,-29.00
4935772,2,58.00
4935840,3,-29.00
4935904,4,-11.00
4935968,5,-11.00
4936036,6,-55.50
4936100,7,26.50
4936160,8,29.00
4936216,9,11.00
4976288,0,10.50
4976356,1,-29.50
4976432,2,59.00
4976500,3,-29.50
4976568,4,-10.50
4976632,5,-10.50
4976700,6,-55.25
4976760,7,25.75
4976828,8,29.50
4976884,9,10.50
5016956,0,10.00
5017024,1,-30.00
5017092,2,60.00
5017160,3,-30.00
5017228,4,-10.00
5017292,5,-10.00
5017364,6,-55.00
5017432,7,25.00
5017492,8,30.00
5017552,9,10.00
5057616,0,9.50
5057684,1,-30.50
5057740,2,61.00
5057800,3,-30.50
5057860,4,-9.50
5057928,5,-9.50
5057996,6,-54.75
5058064,7,24.25
5058140,8,30.50
5058196,9,9.50
5098260,0,9.00
5098328,1,-31.00
5098396,2,62.00
5098464,3,-31.00
5098532,4,-9.00
5098596,5,-9.00
5098664,6,-54.50
5098724,7,23.50
5098784,8,31.00
5098844,9,9.00
5138912,0,8.50
5138980,1,-31.50
5139040,2,63.00
5139096,3,-31.50
5139152,4,-8.50
5139224,5,-8.50
5139284,6,-54.25
5139352,7,22.75
5139420,8,31.50
5139476,9,8.50
5179544,0,8.00
5179608,1,-32.00
5179676,2,64.00
5179744,3,-32.00
5179800,4,-8.00
5179864,5,-8.00
5179932,6,-54.00
5179992,7,22.00
5180052,8,32.00
5180108,9,8.00
5220180,0,7.50
5220248,1,-32.50
5220308,2,65.00
5220368,3,-32.50
5220428,4,-7.50
5220496,5,-7.50
5220564,6,-53.75
5220632,7,21.25
5220700,8,32.50
5220760,9,7.50
5260828,0,7.00
5260896,1,-33.00
5260960,2,66.00
5261032,3,-33.00
5261096,4,-7.00
5261160,5,-7.00
5261228,6,-53.50
5261284,7,20.50
5261344,8,33.00
5261404,9,7.00
5301472,0,6.50
5301540,1,-33.50
5301600,2,67.00
5301660,3,-33.50
5301716,4,-6.50
5301780,5,-6.50
5301844,6,-53.25
5301908,7,19.75
5301972,8,33.50
5302028,9,6.50
5342100,0,6.00
5342168,1,-34.00
5342236,2,68.00
5342304,3,-34.00
5342364,4,-6.00
5342428,5,-6.00
5342496,6,-53.00
5342556,7,19.00
5342616,8,34.00
5342672,9,6.00
5382740,0,5.50
5382812,1,-34.50
5382872,2,69.00
5382932,3,-34.50
5382988,4,-5.50
5383052,5,-5.50
5383120,6,-52.75
5383188,7,18.25
5383256,8,34.50
5383316,9,5.50
5423380,0,5.00
5423448,1,-35.00
5423520,2,70.00
5423588,3,-35.00
5423644,4,-5.00
5423708,5,-5.00
5423776,6,-52.50
5423836,7,17.50
5423896,8,35.00
5423952,9,5.00
5464016,0,4.50
5464084,1,-35.50
5464144,2,71.00
5464204,3,-35.50
5464260,4,-4.50
5464324,5,-4.50
5464392,6,-52.25
5464460,7,16.75
5464528,8,35.50
5464588,9,4.50
5504656,0,4.00
5504724,1,-36.00
5504792,2,72.00
5504860,3,-36.00
5504920,4,-4.00
5504988,5,-4.00
5505056,6,-52.00
5505124,7,16.00
5505192,8,36.00
5505252,9,4.00
5545332,0,3.50
5545400,1,-36.50
5545460,2,73.00
5545520,3,-36.50
5545580,4,-3.50
5545648,5,-3.50
5545720,6,-51.75
5545792,7,15.25
5545860,8,36.50
5545920,9,3.50
5585992,0,3.00
5586060,1,-37.00
5586128,2,74.00
5586196,3,-37.00
5586252,4,-3.00
5586316,5,-3.00
5586384,6,-51.50
5586448,7,14.50
5586508,8,37.00
5586564,9,3.00
5626628,0,2.50
5626696,1,-37.50
5626756,2,75.00
5626816,3,-37.50
5626880,4,-2.50
5626948,5,-2.50
5627020,6,-51.25
5627088,7,13.75
5627156,8,37.50
5627212,9,2.50
5667276,0,2.00
5667344,1,-38.00
5667412,2,76.00
5667484,3,-38.00
5667556,4,-2.00
5667620,5,-2.00
5667692,6,-51.00
5667752,7,13.00
5667812,8,38.00
5667868,9,2.00
5707944,0,1.50
5708016,1,-38.50
5708080,2,77.00
5708140,3,-38.50
5708204,4,-1.50
5708268,5,-1.50
5708340,6,-50.75
5708408,7,12.25
5708476,8,38.50
5708532,9,1.50
5748596,0,1.00
5748668,1,-39.00
5748736,2,78.00
5748808,3,-39.00
5748864,4,-1.00
5748928,5,-1.00
5749004,6,-50.50
5749064,7,11.50
5749136,8,39.00
5749200,9,1.00
5789268,0,0.50
5789340,1,-39.50
5789416,2,79.00
5789480,3,-39.50
5789540,4,-0.50
5789604,5,-0.50
5789668,6,-50.25
5789736,7,10.75
5789804,8,39.50
5789864,9,0.50
5829932,0,0.00
5830004,1,-40.00
5830076,2,80.00
5830152,3,-40.00
5830208,4,0.00
5830264,5,0.00
5830336,6,-50.00
5830404,7,10.00
5830476,8,40.00
5830532,9,0.00
5870580,0,0.00
5870648,1,-39.00
5870716,2,78.75
5870784,3,-39.75
5870816,4,0.00
5870856,5,0.00
5870924,6,-49.00
5870992,7,10.25
5871052,8,39.00
5871084,9,0.00
5911128,0,0.00
5911196,1,-38.00
5911264,2,77.50
5911332,3,-39.50
5911364,4,0.00
5911404,5,0.00
5911472,6,-48.00
5911536,7,10.50
5911604,8,38.00
5911636,9,0.00
5951676,0,0.00
5951740,1,-37.00
5951808,2,76.25
5951876,3,-39.25
5951912,4,0.00
5951948,5,0.00
5952012,6,-47.00
5952080,7,10.75
5952144,8,37.00
5952176,9,0.00
5992220,0,0.00
5992288,1,-36.00
5992356,2,75.00
5992424,3,-39.00
5992464,4,0.00
5992504,5,0.00
5992572,6,-46.00
5992640,7,11.00
5992704,8,36.00
5992736,9,0.00
6032780,0,0.00
6032844,1,-35.00
6032908,2,73.75
6032976,3,-38.75
6033020,4,0.00
6033060,5,0.00
6033128,6,-45.00
6033196,7,11.25
6033264,8,35.00
6033292,9,0.00
6073328,0,0.00
6073396,1,-34.00
6073460,2,72.50
6073528,3,-38.50
6073560,4,0.00
6073596,5,0.00
6073660,6,-44.00
6073724,7,11.50
6073788,8,34.00
6073820,9,0.00
6113864,0,0.00
6113928,1,-33.00
6113996,2,71.25
6114064,3,-38.25
6114096,4,0.00
6114136,5,0.00
6114200,6,-43.00
6114264,7,11.75
6114328,8,33.00
6114360,9,0.00
6154404,0,0.00
6154468,1,-32.00
6154536,2,70.00
6154604,3,-38.00
6154644,4,0.00
6154684,5,0.00
6154752,6,-42.00
6154820,7,12.00
6154888,8,32.00
6154916,9,0.00
6194956,0,0.00
6195020,1,-31.00
6195088,2,68.75
6195156,3,-37.75
6195188,4,0.00
6195228,5,0.00
6195296,6,-41.00
6195360,7,12.25
6195424,8,31.00
6195456,9,0.00
6235500,0,0.00
6235564,1,-30.00
6235628,2,67.50
6235696,3,-37.50
6235728,4,0.00
6235768,5,0.00
6235836,6,-40.00
6235904,7,12.50
6235968,8,30.00
6236000,9,0.00
6276040,0,0.00
6276104,1,-29.00
6276172,2,66.25
6276244,3,-37.25
6276276,4,0.00
6276316,5,0.00
6276384,6,-39.00
6276452,7,12.75
6276520,8,29.00
6276552,9,0.00
6316604,0,0.00
6316668,1,-28.00
6316736,2,65.00
6316804,3,-37.00
6316844,4,0.00
6316884,5,0.00
6316952,6,-38.00
6317020,7,13.00
6317084,8,28.00
6317116,9,0.00
6357156,0,0.00
6357220,1,-27.00
6357288,2,63.75
6357360,3,-36.75
6357392,4,0.00
6357440,5,0.00
6357508,6,-37.00
6357576,7,13.25
6357636,8,27.00
